N	F0	PER	d0	v0	collision
10	-5	0.160000	8.160000	15	0
7	-2	0.400000	7.300000	70	0
3	-6	0.220000	5.123000	30	0
7	-6	0.860000	5.309000	87	1
8	-6	0.400000	4.406000	48	0
8	-3	0.210000	6.333000	82	0
6	-5	0.840000	8.799000	48	1
7	-6	0.470000	8.917000	64	1
10	-6	0.750000	7.596000	62	1
5	-1	0.560000	7.203000	67	0
4	-8	0.760000	7.416000	11	0
6	-3	0.700000	5.534000	38	1
4	-7	0.840000	8.191000	55	1
7	-4	0.320000	4.743000	88	0
8	-6	0.480000	5.638000	20	0
5	-5	0.950000	4.528000	83	1
4	-8	0.260000	4.131000	47	0
5	-2	0.710000	7.269000	74	0
5	-3	0.990000	8.445000	73	1
3	-5	0.800000	5.546000	78	1
5	-6	0.280000	4.630000	71	0
10	-4	0.380000	8.828000	41	1
8	-1	0.010000	6.463000	17	0
10	-5	0.480000	6.964000	74	1
10	-2	0.860000	7.509000	12	1
3	-3	0.590000	8.671000	84	0
8	-5	0.300000	7.281000	74	0
9	-1	0.020000	5.713000	13	0
7	-4	0.280000	8.276000	34	0
6	-2	0.440000	4.135000	46	0
4	-4	0.780000	7.872000	52	1
10	-8	0.170000	8.471000	32	0
10	-8	0.420000	5.128000	87	1
8	-4	0.720000	7.240000	12	0
9	-4	0.780000	7.077000	48	1
5	-6	0.510000	8.225000	79	1
7	-4	0.720000	4.340000	29	1
7	-6	0.680000	7.472000	56	1
9	-2	0.220000	4.147000	58	1
4	-2	0.110000	4.713000	77	0
10	-7	0.480000	4.395000	10	1
3	-7	0.370000	7.476000	70	0
6	-7	0.010000	5.160000	46	0
6	-5	0.510000	7.456000	35	0
6	-8	0.360000	8.679000	81	0
6	-5	0.620000	8.968000	34	0
3	-5	0.550000	6.164000	14	0
6	-6	0.270000	7.311000	45	0
8	-8	0.530000	5.071000	77	1
5	-2	0.140000	6.789000	47	0
4	-6	0.160000	7.491000	82	0
10	-4	0.030000	7.159000	15	0
9	-4	0.430000	4.906000	13	0
7	-5	0.620000	7.387000	66	1
7	-2	0.990000	7.059000	78	1
4	-5	0.040000	8.694000	80	0
10	-3	0.910000	8.367000	13	1
9	-6	0.720000	5.511000	18	1
5	-6	0.340000	5.604000	34	0
4	-4	0.450000	7.311000	84	0
8	-3	0.410000	7.983000	71	0
9	-8	0.800000	5.902000	80	1
5	-2	0.170000	5.558000	12	0
6	-7	0.690000	6.283000	48	1
6	-7	0.820000	8.898000	24	1
9	-1	0.540000	5.013000	54	1
5	-1	0.980000	4.781000	35	1
5	-8	0.780000	4.374000	40	1
9	-7	0.590000	8.990000	45	1
6	-5	0.690000	8.192000	54	1
10	-3	0.420000	4.325000	85	1
10	-5	0.220000	6.417000	50	1
7	-8	0.520000	6.035000	15	0
8	-4	0.350000	6.367000	15	0
6	-4	0.070000	7.275000	75	0
3	-7	0.150000	5.560000	78	0
8	-4	0.280000	8.189000	54	0
4	-3	0.500000	6.623000	33	0
4	-2	0.460000	4.799000	61	0
5	-4	0.910000	7.910000	47	1
8	-3	0.230000	7.561000	53	0
3	-2	0.350000	7.471000	18	0
9	-3	0.070000	6.087000	88	0
10	-3	0.330000	8.675000	70	1
5	-4	0.060000	4.821000	60	0
3	-8	0.490000	4.536000	81	1
5	-1	0.960000	6.100000	75	1
3	-7	0.680000	7.233000	25	0
8	-6	0.990000	6.831000	70	1
7	-4	0.950000	7.502000	57	1
4	-3	0.900000	8.143000	85	1
4	-3	0.790000	6.249000	24	0
5	-3	0.840000	5.393000	66	1
5	-2	0.140000	7.505000	71	0
10	-7	0.250000	6.700000	40	1
7	-4	0.380000	4.353000	56	0
9	-7	0.710000	7.177000	17	1
10	-2	0.820000	8.882000	66	1
3	-6	0.790000	7.951000	60	0
5	-2	0.100000	5.053000	24	0
3	-6	0.120000	8.288000	60	0
6	-4	0.840000	6.929000	11	0
5	-5	0.860000	5.146000	86	1
6	-3	0.580000	6.262000	37	1
7	-7	0.710000	6.380000	52	1
6	-7	0.750000	5.516000	14	1
9	-4	0.890000	5.666000	30	1
7	-7	0.670000	6.861000	69	1
8	-2	0.630000	7.521000	16	0
7	-5	0.600000	8.898000	39	0
3	-7	0.610000	6.231000	28	0
8	-6	0.410000	8.295000	72	0
7	-2	0.630000	6.725000	52	0
6	-4	0.130000	6.547000	41	0
9	-3	0.220000	7.321000	84	0
5	-4	0.150000	4.361000	14	0
3	-1	0.170000	7.577000	10	0
7	-3	0.900000	8.729000	80	1
9	-3	0.930000	7.838000	42	1
8	-2	0.480000	6.991000	84	1
8	-3	0.740000	4.773000	36	0
3	-7	0.810000	7.156000	33	0
6	-6	0.620000	4.270000	78	1
6	-2	0.150000	8.360000	39	0
5	-1	0.240000	4.161000	83	0
4	-3	0.860000	8.414000	13	0
8	-3	0.900000	5.047000	54	1
10	-1	0.350000	5.690000	41	1
6	-3	0.070000	6.820000	72	0
3	-5	0.580000	4.129000	21	0
7	-6	0.290000	7.755000	52	0
7	-1	0.530000	7.089000	37	0
6	-2	0.940000	5.904000	52	1
7	-6	0.080000	6.046000	28	0
3	-3	0.140000	5.918000	25	0
4	-7	0.780000	6.053000	41	1
4	-5	0.260000	5.138000	35	0
7	-6	0.620000	7.286000	88	1
6	-3	0.990000	6.973000	61	1
8	-5	0.210000	8.079000	11	0
7	-7	0.340000	8.001000	56	0
4	-6	0.080000	4.867000	82	0
10	-4	0.950000	4.525000	15	1
3	-7	0.340000	7.644000	34	0
10	-2	0.560000	8.755000	25	1
9	-8	0.870000	5.860000	70	1
7	-2	0.580000	4.475000	20	0
7	-3	1.000000	8.306000	75	1
7	-6	0.040000	7.419000	76	0
7	-5	0.020000	8.813000	59	0
3	-8	0.500000	7.713000	42	0
5	-6	0.720000	6.340000	72	1
9	-5	0.520000	8.420000	77	1
3	-7	0.740000	7.040000	28	0
3	-1	0.460000	8.162000	18	0
5	-7	0.170000	4.294000	49	0
6	-4	0.200000	7.537000	84	0
10	-3	0.790000	8.324000	47	1
10	-4	0.760000	7.385000	81	1
10	-1	0.730000	8.928000	34	1
8	-1	0.130000	4.544000	14	0
9	-4	0.500000	4.041000	16	1
8	-7	0.460000	7.196000	83	1
10	-6	0.660000	7.395000	27	1
6	-2	0.200000	4.025000	69	0
4	-4	0.790000	4.830000	32	0
5	-4	0.330000	6.465000	74	0
3	-8	0.850000	4.701000	69	1
7	-7	0.920000	7.244000	77	1
3	-3	0.460000	6.420000	79	0
3	-8	0.680000	5.024000	29	0
9	-2	0.900000	8.647000	60	1
6	-6	0.940000	5.299000	62	1
9	-7	0.160000	8.924000	12	0
7	-4	0.010000	7.452000	47	0
4	-3	0.990000	8.846000	70	1
7	-7	0.380000	6.942000	50	0
8	-6	0.620000	6.303000	76	0
5	-7	0.010000	6.681000	44	0
4	-8	0.530000	4.911000	79	0
7	-7	0.990000	5.568000	27	1
9	-6	0.530000	7.220000	28	1
7	-8	0.750000	5.854000	19	0
3	-6	0.260000	5.650000	88	0
5	-8	0.470000	6.752000	38	0
3	-2	0.080000	8.456000	48	0
10	-6	0.210000	8.600000	24	1
10	-5	0.950000	5.455000	10	1
3	-4	0.750000	7.548000	14	0
8	-2	0.970000	8.661000	85	1
5	-7	0.850000	8.372000	18	1
7	-5	0.550000	4.443000	48	1
6	-7	0.020000	7.639000	36	0
10	-4	0.930000	6.437000	10	1
10	-7	0.240000	6.071000	56	1
4	-2	0.540000	8.153000	20	0
4	-8	0.500000	8.816000	87	0
8	-3	0.460000	4.476000	75	1
9	-5	0.310000	5.741000	81	0
3	-8	0.320000	8.739000	25	0
3	-2	0.540000	7.349000	56	0
9	-7	0.760000	8.489000	87	1
4	-5	0.630000	8.161000	19	0
6	-8	0.180000	7.305000	61	0
5	-7	0.760000	5.592000	65	1
7	-6	0.570000	7.695000	29	0
9	-2	0.400000	8.047000	70	1
3	-5	0.430000	4.665000	31	0
5	-7	0.650000	5.797000	22	0
5	-3	0.440000	6.968000	60	0
8	-2	0.050000	8.729000	71	0
5	-6	0.500000	6.647000	86	0
4	-4	0.610000	8.365000	16	0
8	-3	0.660000	7.519000	18	0
8	-6	0.140000	6.390000	80	0
7	-4	0.690000	7.861000	71	1
3	-2	0.140000	8.518000	19	0
3	-3	0.770000	8.624000	74	1
9	-4	0.750000	7.710000	68	1
8	-3	0.200000	5.876000	55	0
8	-1	0.840000	5.820000	21	0
6	-6	0.490000	6.702000	72	1
5	-7	0.620000	6.802000	88	1
7	-5	0.340000	7.934000	79	0
3	-8	0.160000	8.264000	79	0
4	-5	0.800000	8.387000	15	0
10	-5	0.340000	5.030000	56	1
4	-7	0.300000	5.709000	44	0
7	-5	0.750000	6.348000	71	1
10	-3	0.620000	8.535000	84	1
9	-8	0.100000	5.101000	38	1
3	-6	0.210000	6.830000	48	0
4	-4	0.930000	5.454000	78	1
3	-8	0.820000	8.501000	17	0
6	-2	0.540000	4.654000	88	0
3	-8	0.380000	5.897000	14	0
3	-6	0.610000	7.026000	45	0
5	-7	0.320000	5.633000	75	0
4	-5	0.930000	7.340000	45	1
7	-6	0.330000	5.458000	64	0
3	-8	0.060000	4.796000	50	0
6	-5	0.190000	4.932000	26	0
5	-1	0.370000	4.220000	44	0
4	-7	0.980000	5.938000	54	1
4	-4	0.450000	7.486000	47	0
4	-6	0.410000	5.655000	35	0
9	-1	0.370000	6.298000	62	1
9	-4	0.070000	4.025000	46	0
4	-3	0.330000	6.564000	27	0
3	-4	0.700000	8.757000	40	0
8	-7	0.500000	5.853000	85	1
10	-6	0.200000	6.047000	69	1
6	-3	0.330000	6.184000	85	0
7	-7	0.500000	5.467000	63	0
8	-3	0.840000	8.323000	64	1
6	-3	0.110000	4.451000	61	0
10	-2	0.200000	5.273000	65	1
8	-8	0.660000	5.953000	53	1
9	-6	0.030000	8.107000	25	0
8	-8	0.200000	4.670000	72	0
5	-2	0.250000	6.127000	23	0
3	-3	0.360000	5.348000	33	0
7	-1	0.570000	6.460000	63	0
4	-5	0.400000	6.764000	23	0
7	-4	0.450000	5.943000	65	1
7	-8	0.230000	7.126000	63	0
9	-3	0.470000	6.471000	89	1
9	-8	0.490000	7.189000	85	1
4	-3	0.540000	8.844000	46	0
10	-7	0.570000	5.455000	87	1
6	-6	0.380000	7.606000	13	0
10	-6	0.560000	4.376000	71	1
9	-7	0.540000	8.451000	64	1
10	-5	0.760000	7.091000	15	1
9	-4	0.560000	6.700000	60	1
8	-7	0.250000	6.857000	83	1
3	-1	0.370000	6.094000	53	0
8	-3	0.580000	7.174000	84	1
10	-5	0.430000	8.456000	50	1
3	-8	0.970000	5.080000	12	1
6	-2	0.450000	6.664000	45	0
5	-7	0.710000	6.944000	38	0
4	-6	0.410000	7.149000	62	0
4	-8	0.360000	5.296000	89	1
4	-5	0.250000	8.369000	68	0
7	-2	0.630000	8.073000	82	0
9	-4	0.130000	5.386000	31	1
9	-5	0.150000	8.603000	26	0
3	-1	0.010000	7.191000	62	0
7	-2	0.630000	4.769000	77	1
3	-6	0.150000	5.504000	33	0
3	-3	0.790000	5.668000	49	0
8	-5	0.010000	4.279000	80	0
10	-4	0.870000	6.224000	81	1
8	-2	0.350000	5.305000	35	0
10	-1	0.070000	6.227000	54	1
4	-4	0.020000	6.894000	82	0
6	-5	0.900000	6.577000	55	1
4	-6	0.110000	5.190000	45	0
5	-8	0.480000	7.365000	18	0
7	-6	0.600000	4.106000	28	0
3	-6	0.010000	7.886000	82	0
7	-8	0.220000	6.508000	73	1
8	-8	0.010000	5.210000	32	0
9	-7	0.380000	7.190000	74	1
9	-2	0.100000	5.800000	64	1
8	-7	0.210000	5.018000	74	0
7	-6	0.340000	4.944000	39	0
6	-3	0.990000	5.821000	51	1
8	-5	0.710000	4.420000	81	1
3	-5	0.990000	5.586000	79	1
3	-4	0.060000	5.668000	47	0
3	-8	0.190000	8.314000	63	0
10	-2	0.910000	6.942000	14	1
9	-5	0.710000	6.523000	59	1
10	-5	0.250000	8.163000	20	1
10	-3	0.470000	4.305000	51	1
4	-3	0.860000	7.388000	30	1
3	-2	0.170000	7.002000	75	0
8	-7	0.880000	8.099000	25	1
5	-8	0.760000	5.292000	78	1
10	-2	0.970000	8.883000	28	1
8	-6	0.870000	4.514000	48	1
6	-4	0.730000	4.169000	61	1
3	-4	0.860000	6.799000	77	1
9	-2	0.840000	5.880000	31	1
7	-4	0.800000	6.564000	59	1
6	-2	0.260000	7.195000	85	0
4	-6	0.430000	6.483000	23	0
9	-1	0.390000	7.140000	51	0
8	-6	0.590000	7.137000	24	0
10	-6	0.650000	4.505000	60	1
7	-5	0.960000	6.628000	26	1
6	-8	1.000000	5.749000	67	1
4	-6	0.720000	4.379000	58	1
3	-3	0.610000	4.973000	77	1
9	-4	0.090000	4.076000	31	1
8	-7	0.790000	6.756000	55	1
10	-5	0.240000	7.397000	42	1
5	-3	0.460000	6.025000	33	0
3	-6	0.150000	6.219000	16	0
3	-4	0.370000	7.355000	87	0
7	-8	0.500000	4.944000	23	0
4	-5	0.920000	6.305000	38	1
10	-5	0.810000	6.880000	17	1
10	-3	0.290000	5.966000	51	1
6	-5	0.590000	5.563000	15	0
4	-4	0.940000	4.328000	62	1
9	-8	0.330000	7.418000	41	1
8	-6	0.440000	4.124000	51	1
4	-7	0.050000	5.831000	21	0
6	-5	0.420000	8.022000	34	0
4	-2	0.680000	5.781000	66	0
9	-2	0.730000	4.939000	68	1
9	-1	0.930000	7.646000	52	1
5	-4	0.960000	6.757000	13	0
4	-6	0.340000	8.960000	27	0
4	-4	0.790000	7.097000	14	0
8	-3	0.750000	7.744000	41	1
3	-4	0.860000	6.969000	11	0
8	-3	0.160000	6.566000	16	0
3	-8	0.710000	5.517000	46	0
9	-3	0.430000	6.654000	77	1
3	-8	0.800000	6.331000	10	0
7	-2	0.010000	7.452000	40	0
6	-5	0.990000	6.319000	63	1
9	-6	0.210000	4.957000	14	0
3	-5	0.730000	5.467000	78	0
4	-3	0.450000	6.580000	68	0
4	-3	0.990000	5.718000	29	1
6	-3	0.880000	8.812000	49	1
8	-8	0.110000	4.964000	80	0
10	-8	0.060000	7.903000	56	1
6	-5	0.190000	8.032000	32	0
6	-8	0.280000	6.313000	35	0
6	-2	0.040000	6.607000	28	0
9	-8	0.040000	8.897000	57	0
6	-6	0.210000	7.960000	23	0
9	-2	0.890000	7.274000	41	1
8	-6	0.430000	6.397000	83	1
9	-6	0.960000	4.632000	78	1
10	-8	0.330000	6.799000	11	1
9	-6	0.830000	6.624000	40	1
6	-4	0.040000	5.197000	30	0
10	-5	0.550000	5.027000	59	1
5	-2	0.940000	8.123000	79	1
10	-8	0.250000	7.756000	84	1
10	-5	0.380000	5.381000	60	1
4	-3	0.090000	8.979000	10	0
8	-8	0.960000	8.641000	23	1
4	-3	0.920000	4.313000	11	1
5	-3	0.800000	4.879000	69	1
3	-2	0.620000	4.521000	75	0
3	-7	0.330000	5.641000	25	0
4	-1	0.050000	6.749000	15	0
6	-3	0.420000	8.942000	69	0
3	-8	0.680000	6.684000	20	0
6	-6	0.900000	7.821000	51	1
8	-7	0.110000	6.417000	41	0
6	-5	0.660000	5.391000	33	0
7	-5	0.100000	5.152000	54	0
5	-5	0.170000	5.002000	50	0
3	-3	0.270000	4.188000	60	0
4	-3	0.900000	4.334000	76	1
5	-3	0.790000	4.915000	15	0
3	-7	0.080000	8.610000	14	0
5	-5	0.290000	7.224000	44	0
3	-3	0.900000	6.444000	54	1
8	-8	0.880000	5.524000	48	1
6	-2	0.260000	5.219000	61	0
5	-2	0.930000	4.452000	78	1
5	-8	0.730000	6.540000	83	1
9	-4	0.040000	6.188000	48	1
9	-2	0.650000	7.908000	18	1
4	-6	0.280000	5.532000	34	0
6	-5	0.730000	6.181000	21	0
8	-4	0.670000	5.945000	83	1
5	-6	0.040000	8.104000	55	0
10	-1	0.480000	5.347000	76	1
4	-5	0.860000	8.419000	55	1
7	-8	0.170000	5.547000	20	0
4	-7	0.410000	7.375000	86	0
10	-1	0.360000	8.013000	73	1
7	-1	0.760000	6.138000	53	0
6	-3	0.760000	5.938000	82	1
6	-7	0.800000	5.084000	83	1
9	-8	0.520000	6.186000	74	1
8	-2	0.390000	5.872000	87	0
9	-3	0.690000	7.764000	40	1
8	-8	0.810000	4.485000	10	0
7	-6	0.960000	7.861000	62	1
3	-5	0.000e+000	6.979000	63	0
8	-6	0.640000	4.638000	40	1
7	-3	1.000000	6.776000	12	1
10	-3	0.050000	5.940000	54	1
9	-5	0.770000	4.583000	45	1
9	-4	0.460000	4.773000	29	0
4	-6	0.250000	5.759000	57	0
10	-8	0.700000	6.387000	43	1
9	-4	0.090000	4.486000	63	0
9	-5	0.440000	8.051000	18	0
8	-3	0.720000	6.543000	86	1
4	-7	0.750000	7.268000	41	1
3	-7	0.640000	5.374000	61	1
6	-1	0.120000	4.454000	14	0
3	-8	0.210000	5.234000	57	0
9	-6	0.920000	6.345000	48	1
7	-1	0.460000	5.480000	89	0
3	-2	0.880000	4.320000	64	1
9	-6	0.770000	7.409000	44	1
3	-2	0.320000	6.589000	86	0
7	-2	0.450000	4.183000	21	0
4	-2	0.770000	4.531000	22	0
9	-6	0.900000	4.653000	78	1
4	-7	0.190000	5.834000	36	0
4	-4	0.060000	8.004000	49	0
3	-2	0.930000	7.693000	62	1
4	-3	0.910000	6.773000	16	1
7	-3	0.800000	7.353000	35	1
9	-4	0.170000	4.524000	88	1
4	-4	0.100000	4.266000	29	0
6	-5	0.470000	6.411000	41	0
6	-6	0.730000	4.191000	34	1
9	-8	0.450000	7.826000	64	0
8	-6	0.240000	6.316000	12	0
4	-2	0.460000	4.739000	71	0
9	-4	0.910000	7.870000	58	1
7	-4	0.450000	4.533000	60	0
6	-3	0.280000	7.379000	21	0
5	-8	0.550000	5.148000	13	0
6	-7	0.740000	5.321000	77	1
4	-5	0.960000	6.449000	27	1
5	-5	0.350000	7.030000	46	0
5	-4	0.960000	8.764000	57	1
6	-6	0.260000	8.355000	21	0
10	-4	0.020000	8.627000	13	0
4	-8	0.500000	4.793000	65	0
4	-7	0.960000	7.972000	52	1
9	-3	0.850000	6.064000	32	1
7	-8	0.720000	5.740000	84	1
8	-8	0.270000	4.889000	46	0
6	-4	0.480000	5.786000	25	0
7	-6	0.330000	4.561000	32	0
9	-1	0.570000	8.902000	58	1
7	-2	0.200000	6.528000	74	0
8	-3	0.860000	7.397000	86	1
4	-7	0.140000	8.581000	44	0
7	-5	0.600000	6.736000	31	0
8	-2	0.510000	8.066000	46	0
6	-8	0.400000	8.457000	54	0
4	-2	0.170000	8.728000	47	0
5	-7	0.530000	8.384000	19	0
5	-2	0.730000	8.587000	84	1
7	-1	0.540000	8.198000	88	0
9	-5	0.360000	8.529000	49	0
10	-5	0.560000	6.038000	62	1
5	-2	0.450000	4.139000	41	0
9	-8	0.650000	6.825000	65	1
10	-3	0.360000	5.441000	16	1
7	-4	0.870000	7.764000	85	1
7	-7	0.320000	8.405000	32	0
7	-5	0.060000	5.232000	17	0
9	-2	0.130000	5.121000	15	1
4	-7	0.740000	4.337000	25	1
6	-4	0.130000	4.939000	44	0
9	-6	0.710000	5.690000	87	1
6	-8	0.080000	5.368000	60	0
6	-2	0.580000	7.677000	49	0
9	-4	0.930000	8.944000	16	1
9	-5	0.070000	4.092000	72	1
7	-3	0.920000	7.826000	78	1
4	-6	0.370000	5.988000	26	0
4	-4	0.830000	6.658000	53	1
3	-5	0.310000	5.727000	87	0
6	-6	0.440000	5.875000	23	0
7	-5	0.290000	4.599000	69	0
4	-7	0.530000	6.478000	15	0
5	-5	0.980000	7.107000	42	1
7	-5	0.370000	5.187000	21	0
4	-8	0.110000	4.532000	87	0
4	-6	0.570000	7.705000	75	0
5	-1	0.530000	8.365000	22	0
9	-8	0.230000	8.574000	46	0
4	-6	0.250000	6.619000	71	0
6	-1	0.710000	7.275000	58	0
5	-8	0.640000	4.485000	39	1
9	-3	0.360000	5.605000	29	1
10	-4	0.470000	4.825000	39	1
6	-2	0.940000	8.903000	72	1
4	-1	0.490000	8.034000	74	0
5	-5	0.540000	7.203000	76	0
8	-7	0.230000	4.885000	60	1
10	-5	0.840000	6.615000	30	1
6	-2	0.230000	4.691000	49	0
7	-2	0.910000	8.986000	67	1
7	-3	0.280000	8.657000	40	0
10	-2	0.520000	7.994000	66	1
7	-6	0.910000	8.585000	85	1
10	-1	0.450000	5.238000	47	1
9	-4	0.260000	4.831000	52	0
7	-7	0.270000	5.342000	76	0
7	-5	0.520000	7.204000	21	0
7	-5	0.340000	5.044000	62	0
4	-5	0.170000	7.856000	62	0
10	-6	0.540000	5.046000	75	1
6	-3	0.170000	7.648000	11	0
4	-6	0.760000	5.945000	14	0
3	-5	0.800000	7.608000	56	0
3	-4	0.100000	7.191000	61	0
5	-2	0.830000	5.838000	11	0
9	-2	0.110000	4.535000	50	0
9	-3	0.460000	8.078000	86	1
4	-7	0.480000	8.814000	81	0
10	-7	0.530000	7.963000	83	1
3	-2	0.830000	7.557000	88	1
10	-3	0.810000	6.638000	41	1
4	-8	0.290000	8.219000	75	0
8	-5	0.150000	7.871000	48	0
6	-8	0.780000	7.813000	13	0
5	-5	0.810000	6.039000	48	1
8	-4	0.110000	5.646000	53	0
8	-8	0.570000	6.129000	70	0
5	-7	0.550000	7.493000	52	0
3	-2	0.740000	7.681000	76	0
10	-1	0.050000	4.796000	41	1
5	-4	0.860000	4.416000	86	1
5	-7	0.660000	4.011000	11	0
8	-3	0.940000	5.203000	89	1
8	-8	0.310000	7.378000	22	0
3	-8	0.530000	5.795000	42	0
9	-2	0.750000	4.394000	32	1
3	-5	0.290000	6.053000	74	0
5	-7	0.010000	4.681000	64	0
10	-3	0.940000	6.903000	45	1
8	-4	0.930000	6.006000	39	1
8	-3	0.880000	4.162000	66	1
3	-6	0.670000	5.344000	65	0
7	-8	0.880000	6.454000	55	1
3	-8	0.930000	8.116000	57	1
10	-2	0.490000	5.677000	65	1
10	-4	0.210000	6.801000	56	1
9	-6	0.430000	5.403000	86	1
6	-3	0.300000	7.600000	19	0
7	-7	0.970000	6.863000	36	1
8	-4	0.100000	6.984000	53	0
3	-5	0.140000	8.433000	43	0
6	-2	0.780000	8.583000	19	0
9	-3	0.800000	6.807000	15	1
5	-4	0.320000	7.534000	10	0
6	-5	0.430000	6.723000	20	0
8	-4	0.780000	5.499000	27	1
6	-8	0.560000	6.653000	25	0
3	-8	0.500000	6.415000	86	0
4	-4	0.130000	6.541000	62	0
7	-7	0.090000	7.209000	49	0
4	-8	0.240000	5.591000	21	0
4	-2	0.110000	5.257000	74	0
6	-7	0.480000	4.912000	87	1
10	-4	0.610000	7.546000	63	1
3	-3	0.920000	4.659000	28	1
4	-7	0.890000	6.214000	61	0
5	-8	0.020000	8.851000	77	0
9	-8	0.460000	6.125000	59	1
7	-7	0.650000	6.287000	42	1
10	-5	0.110000	4.459000	30	1
4	-2	0.000e+000	7.541000	89	0
3	-6	0.870000	7.221000	22	0
6	-5	0.180000	6.815000	27	0
10	-5	0.770000	5.122000	70	1
6	-6	0.250000	6.689000	64	0
4	-6	0.920000	8.481000	82	1
10	-7	0.400000	7.556000	35	1
8	-3	0.780000	8.118000	54	1
6	-7	0.580000	4.362000	53	1
5	-5	0.790000	5.449000	83	1
7	-8	0.090000	5.035000	88	0
6	-6	0.250000	5.909000	60	0
8	-2	0.420000	7.693000	78	1
4	-6	0.950000	8.435000	73	1
9	-6	0.340000	4.006000	52	1
5	-6	0.030000	6.718000	36	0
4	-1	0.470000	6.446000	57	0
8	-7	0.930000	7.115000	45	1
9	-6	0.390000	5.280000	32	1
8	-4	0.500000	7.006000	82	1
6	-5	0.510000	7.709000	37	0
10	-3	0.860000	6.439000	83	1
9	-4	0.840000	8.028000	37	1
4	-5	0.370000	8.778000	33	0
9	-7	0.820000	6.936000	20	1
3	-4	0.450000	4.535000	76	0
4	-6	0.170000	5.682000	27	0
7	-7	0.540000	7.846000	39	0
4	-4	0.450000	4.165000	14	0
7	-3	0.910000	4.822000	41	1
3	-1	0.360000	5.468000	28	0
10	-3	0.080000	4.087000	19	1
5	-7	0.470000	4.686000	38	0
3	-5	0.090000	8.912000	88	0
3	-1	0.710000	4.023000	24	0
10	-7	0.430000	7.662000	15	1
4	-8	0.300000	7.321000	67	0
4	-7	0.260000	7.999000	55	0
7	-1	0.220000	8.671000	43	0
4	-4	0.950000	7.961000	68	1
10	-8	0.350000	8.577000	87	1
10	-2	0.560000	7.193000	38	1
4	-3	0.540000	8.777000	71	0
3	-1	0.500000	4.445000	59	0
10	-7	0.210000	5.542000	49	1
10	-4	0.850000	5.687000	65	1
7	-4	0.740000	6.279000	84	1
5	-2	0.700000	4.451000	32	0
6	-6	0.480000	8.130000	70	1
8	-6	0.520000	4.766000	72	1
6	-7	0.130000	6.486000	42	0
8	-8	0.810000	5.762000	20	1
4	-8	0.590000	4.434000	58	0
10	-4	0.130000	8.582000	59	1
4	-5	0.350000	4.705000	50	0
8	-3	0.220000	6.878000	63	0
9	-6	0.940000	7.782000	42	1
8	-8	0.390000	5.951000	30	0
6	-6	0.210000	5.385000	64	0
10	-2	0.380000	4.658000	42	1
5	-6	0.010000	4.771000	17	0
4	-3	0.530000	7.981000	12	0
4	-6	0.490000	8.678000	80	0
9	-1	0.530000	7.802000	42	1
5	-2	0.160000	7.950000	58	0
10	-3	0.690000	6.182000	13	1
4	-5	0.490000	8.266000	18	0
10	-1	0.030000	4.919000	20	1
4	-8	0.840000	7.025000	65	1
8	-8	0.730000	7.606000	84	1
9	-2	0.600000	4.791000	57	1
3	-7	0.710000	9.000000	67	1
9	-8	0.190000	8.104000	21	0
5	-2	0.120000	5.125000	70	0
6	-8	0.230000	4.345000	80	0
5	-7	0.820000	5.114000	43	1
7	-7	0.210000	8.223000	63	0
3	-3	0.780000	8.095000	60	0
9	-2	0.090000	7.713000	65	0
6	-3	0.430000	8.769000	60	0
10	-8	0.190000	4.024000	52	1
6	-4	0.580000	7.104000	71	1
5	-5	0.720000	4.755000	48	1
6	-4	0.020000	4.368000	53	0
7	-6	0.520000	4.178000	82	0
5	-6	0.930000	5.469000	16	1
9	-5	0.240000	7.572000	61	0
9	-3	0.680000	4.630000	31	1
5	-5	0.130000	7.791000	58	0
3	-3	0.240000	4.508000	68	0
9	-4	0.370000	7.100000	84	0
4	-8	0.070000	7.130000	57	0
4	-2	0.440000	6.810000	70	0
9	-8	0.400000	7.460000	57	1
5	-1	0.020000	7.566000	33	0
5	-8	0.460000	4.830000	54	0
3	-8	0.660000	7.534000	39	0
3	-2	0.380000	6.152000	69	0
10	-3	0.090000	4.759000	19	1
10	-6	0.400000	6.877000	25	1
3	-5	0.700000	8.970000	69	0
4	-4	0.010000	6.091000	74	0
10	-5	0.380000	5.765000	47	1
8	-3	0.250000	5.431000	60	0
7	-3	0.960000	6.331000	39	1
10	-2	0.510000	5.508000	41	1
8	-1	0.810000	7.600000	46	1
3	-5	0.750000	4.852000	27	0
5	-6	0.470000	8.460000	57	0
5	-2	0.160000	6.162000	42	0
3	-3	0.270000	7.860000	11	0
8	-4	0.900000	5.502000	27	1
6	-2	0.860000	6.167000	55	1
5	-7	0.990000	8.804000	71	1
9	-7	0.880000	6.871000	50	1
6	-5	0.340000	5.045000	37	0
3	-2	0.520000	4.331000	55	0
10	-7	0.230000	5.453000	46	1
9	-8	0.360000	8.090000	62	1
6	-2	0.970000	4.780000	31	1
4	-8	0.690000	8.404000	22	1
9	-4	0.080000	6.520000	41	0
4	-8	0.430000	7.563000	77	0
5	-3	0.890000	8.228000	64	1
8	-2	0.690000	7.836000	69	0
6	-5	0.170000	6.724000	52	0
10	-5	0.340000	8.457000	69	1
8	-3	0.060000	7.085000	60	0
10	-7	0.520000	5.083000	36	1
9	-7	0.300000	8.740000	74	0
