N	F0	PER	d0	v0	collision
9	-3	0.920000	8.546000	12	1
6	-4	0.050000	6.182000	68	0
7	-8	0.220000	7.942000	46	0
10	-4	0.550000	5.785000	46	1
10	-8	0.940000	8.877000	26	1
9	-1	0.920000	5.461000	20	1
4	-2	0.550000	8.096000	75	0
9	-5	0.600000	7.239000	77	1
4	-2	0.880000	8.412000	35	1
3	-5	0.760000	6.483000	14	0
10	-4	0.080000	6.128000	60	1
7	-7	0.380000	8.228000	65	0
6	-4	0.300000	7.060000	40	0
6	-5	0.050000	7.309000	71	0
5	-2	0.230000	4.108000	50	0
3	-7	0.840000	5.796000	59	0
7	-3	0.640000	7.908000	24	0
3	-6	0.230000	8.705000	27	0
9	-4	0.450000	7.323000	18	0
3	-4	0.910000	5.272000	34	1
9	-6	0.970000	7.813000	82	1
4	-7	0.840000	7.502000	15	0
8	-3	0.380000	6.660000	17	0
9	-6	0.860000	5.534000	39	1
10	-7	0.490000	8.170000	15	1
3	-7	0.620000	5.803000	31	0
7	-1	0.340000	4.425000	62	0
6	-8	0.080000	8.776000	48	0
10	-7	0.670000	4.573000	11	1
4	-3	0.560000	7.637000	30	0
4	-2	0.020000	5.822000	18	0
7	-2	0.550000	6.573000	14	0
7	-4	0.320000	5.023000	80	0
10	-7	0.060000	6.862000	66	1
9	-6	0.610000	6.024000	68	1
6	-5	0.310000	8.729000	52	0
5	-5	0.980000	5.495000	30	1
7	-4	0.780000	5.101000	35	1
6	-7	0.740000	8.256000	22	0
3	-7	0.760000	8.975000	57	0
5	-2	0.480000	7.622000	88	0
6	-1	0.910000	7.335000	29	1
5	-4	0.960000	6.500000	31	1
9	-5	0.850000	7.081000	10	1
4	-4	0.050000	7.269000	34	0
6	-5	0.920000	4.447000	47	1
10	-6	0.140000	5.571000	37	1
7	-3	0.160000	8.807000	73	0
8	-5	0.810000	4.649000	44	1
3	-7	0.770000	5.297000	71	1
3	-4	0.250000	4.404000	65	0
8	-5	0.870000	4.511000	81	1
6	-3	0.830000	7.666000	28	1
5	-4	0.460000	7.811000	85	0
9	-3	0.160000	5.526000	69	0
5	-5	0.100000	7.553000	39	0
3	-5	0.620000	8.303000	74	0
8	-3	0.330000	6.887000	24	0
3	-7	0.550000	7.814000	84	1
6	-8	0.540000	6.915000	38	1
10	-5	0.160000	4.536000	54	1
7	-8	0.470000	6.656000	19	0
8	-4	0.800000	4.482000	19	1
3	-6	0.250000	7.611000	46	0
9	-6	0.390000	7.786000	23	0
9	-5	0.170000	6.272000	50	1
4	-3	0.280000	5.489000	60	0
4	-4	0.140000	5.117000	72	0
6	-1	0.520000	4.800000	45	0
5	-7	0.870000	8.559000	12	1
5	-6	0.670000	5.669000	17	0
8	-6	0.950000	4.327000	15	1
8	-5	0.410000	5.001000	82	0
7	-5	0.630000	8.438000	22	0
7	-2	0.540000	7.232000	36	0
4	-6	0.960000	8.578000	11	0
6	-7	0.580000	8.695000	67	1
9	-7	0.220000	8.861000	44	1
6	-5	0.320000	8.010000	13	0
4	-4	0.670000	6.781000	19	0
9	-7	0.720000	5.941000	62	1
10	-8	0.850000	8.581000	37	1
4	-7	0.650000	5.682000	42	0
5	-3	0.700000	7.331000	44	1
7	-8	0.920000	8.463000	75	1
7	-1	0.050000	6.088000	11	0
3	-5	0.110000	8.434000	47	0
3	-2	0.240000	6.078000	24	0
3	-4	0.960000	4.712000	14	1
3	-5	0.940000	6.275000	48	1
9	-6	0.410000	7.833000	81	1
8	-5	0.620000	5.557000	26	0
6	-6	0.680000	7.938000	63	1
6	-2	0.310000	8.074000	39	0
5	-4	0.070000	5.814000	31	0
6	-4	0.590000	6.531000	66	0
10	-7	0.440000	7.788000	73	1
6	-6	0.250000	7.425000	38	0
3	-6	0.420000	4.170000	15	0
5	-8	0.640000	5.321000	46	1
4	-7	0.950000	7.421000	11	1
8	-7	0.340000	5.529000	70	0
6	-6	0.560000	6.437000	50	1
6	-7	0.190000	4.066000	66	0
4	-4	0.860000	5.848000	84	1
3	-4	0.250000	8.933000	23	0
7	-2	0.970000	5.045000	53	1
9	-7	0.930000	8.212000	81	1
4	-8	0.560000	5.837000	56	0
4	-3	0.020000	6.501000	44	0
3	-8	0.890000	8.681000	17	0
9	-3	0.180000	8.254000	21	0
7	-8	0.630000	7.824000	32	1
9	-7	0.080000	8.467000	59	0
4	-3	0.930000	7.047000	15	1
6	-7	0.820000	7.631000	74	1
6	-5	0.040000	6.242000	64	0
5	-3	0.040000	8.529000	13	0
6	-4	0.060000	4.287000	49	0
6	-2	0.060000	6.575000	37	0
9	-5	0.650000	4.850000	80	1
7	-2	0.520000	4.534000	54	0
4	-3	0.430000	5.845000	28	0
6	-5	0.890000	6.514000	16	1
4	-7	0.110000	7.653000	87	0
6	-4	0.980000	7.328000	19	1
6	-2	0.700000	5.952000	50	0
6	-2	0.630000	8.164000	30	0
7	-5	0.570000	5.407000	12	0
8	-6	0.480000	6.717000	66	1
8	-4	0.350000	8.872000	79	0
10	-4	0.650000	5.793000	33	1
6	-8	0.700000	4.972000	75	1
5	-6	0.920000	8.574000	65	1
10	-5	0.220000	8.170000	70	1
6	-2	0.350000	5.817000	46	0
7	-3	0.620000	8.590000	38	0
8	-5	0.620000	5.897000	28	0
3	-1	0.680000	8.254000	24	0
8	-3	0.900000	4.379000	15	1
3	-1	0.860000	5.054000	82	1
9	-8	0.660000	4.619000	87	1
5	-7	0.970000	4.248000	12	1
7	-6	0.770000	8.854000	17	1
6	-2	0.310000	5.469000	18	0
6	-6	0.490000	7.289000	76	1
6	-3	0.120000	4.903000	12	0
8	-5	0.210000	5.690000	56	0
10	-8	0.840000	5.627000	21	1
7	-4	0.730000	6.227000	40	1
9	-7	0.780000	5.379000	42	1
9	-5	0.490000	6.475000	32	1
8	-8	0.300000	6.088000	37	0
5	-8	0.520000	7.037000	17	0
8	-7	0.710000	4.701000	80	1
7	-4	0.080000	4.378000	13	0
9	-8	0.640000	6.742000	50	1
3	-3	0.260000	8.482000	60	0
10	-4	0.980000	4.609000	51	1
9	-6	0.190000	8.228000	82	0
4	-1	0.210000	6.230000	66	0
7	-2	0.080000	5.892000	78	0
5	-6	0.650000	8.280000	36	0
4	-3	0.930000	6.950000	74	1
7	-6	0.830000	7.563000	13	1
4	-6	0.870000	4.191000	55	1
7	-2	0.260000	4.822000	75	0
8	-5	0.000e+000	6.651000	20	0
10	-4	0.870000	6.120000	62	1
9	-5	0.350000	5.200000	16	1
6	-6	0.370000	8.420000	11	0
5	-7	0.130000	6.190000	43	0
4	-8	0.160000	4.445000	39	0
6	-6	0.110000	7.566000	66	0
4	-5	0.700000	8.359000	69	1
3	-2	0.590000	6.458000	89	0
5	-3	0.810000	7.572000	39	1
4	-1	0.030000	6.216000	70	0
8	-2	0.310000	4.887000	28	0
4	-5	0.530000	8.327000	88	0
5	-4	0.490000	6.461000	35	0
9	-6	0.680000	4.168000	19	1
9	-6	0.970000	7.870000	58	1
4	-4	0.340000	5.048000	71	0
4	-5	0.200000	7.172000	43	0
8	-3	0.570000	6.848000	16	0
10	-5	0.050000	5.732000	38	1
9	-2	0.190000	8.386000	55	0
3	-5	0.210000	6.401000	39	0
5	-3	0.920000	5.023000	30	1
5	-2	0.240000	4.661000	75	0
4	-4	0.840000	8.840000	44	1
9	-4	0.730000	6.944000	64	1
9	-3	0.930000	7.141000	48	1
3	-2	0.470000	8.808000	50	0
9	-4	0.190000	7.398000	40	0
10	-5	0.620000	4.448000	10	1
9	-5	0.520000	7.549000	29	1
9	-3	0.240000	8.671000	60	0
9	-2	0.260000	4.194000	84	0
3	-5	0.780000	7.216000	28	0
7	-4	0.090000	6.829000	33	0
8	-4	0.650000	4.203000	30	1
5	-1	0.020000	6.378000	83	0
10	-5	0.960000	8.603000	24	1
5	-5	0.350000	4.210000	83	0
6	-7	0.960000	8.405000	13	1
10	-8	0.670000	7.015000	43	1
8	-5	0.570000	7.608000	63	0
10	-6	0.460000	5.525000	71	1
9	-2	0.260000	7.599000	76	0
10	-8	0.290000	5.669000	21	0
10	-8	0.790000	7.788000	39	1
6	-5	0.260000	6.811000	71	0
10	-5	0.440000	6.096000	49	1
5	-2	0.070000	8.750000	26	0
5	-3	0.590000	4.467000	61	0
4	-3	0.380000	8.179000	60	0
8	-5	0.330000	6.307000	47	0
8	-6	0.140000	5.723000	41	0
3	-4	0.180000	4.676000	31	0
3	-6	0.400000	8.295000	62	0
10	-4	0.110000	4.398000	12	1
3	-3	0.930000	6.535000	58	1
3	-8	0.990000	4.081000	25	1
9	-5	0.380000	4.682000	45	1
8	-2	0.250000	6.862000	18	0
9	-2	0.970000	7.771000	77	1
9	-1	0.670000	5.489000	61	1
5	-8	0.970000	5.091000	66	1
5	-3	0.280000	4.700000	71	0
5	-8	0.390000	6.409000	41	0
3	-4	0.080000	6.611000	65	0
6	-5	0.800000	7.731000	56	1
3	-2	0.430000	5.344000	31	0
6	-4	0.640000	8.961000	62	0
5	-7	0.580000	8.725000	43	0
6	-4	0.860000	7.378000	81	1
3	-2	0.080000	8.502000	71	0
4	-7	0.800000	7.137000	22	1
7	-3	0.690000	7.723000	41	1
6	-5	0.060000	4.916000	15	0
10	-8	0.730000	6.657000	32	1
6	-8	0.120000	4.754000	51	0
6	-5	0.300000	4.014000	69	0
6	-6	0.560000	4.309000	21	0
7	-6	0.000e+000	6.562000	83	0
9	-2	0.560000	8.916000	39	0
9	-3	0.020000	6.864000	55	0
6	-7	0.870000	5.429000	51	1
3	-1	0.090000	4.082000	42	0
4	-3	0.810000	7.692000	72	1
8	-5	0.110000	4.789000	37	0
4	-5	0.330000	8.213000	57	0
3	-7	0.280000	6.359000	44	0
8	-2	0.500000	7.461000	74	0
7	-2	0.570000	7.369000	72	0
8	-3	0.980000	8.671000	46	1
9	-4	0.860000	8.354000	19	1
3	-8	0.490000	5.985000	75	1
6	-6	0.960000	5.062000	69	1
8	-5	0.270000	7.178000	34	0
7	-5	0.570000	6.581000	68	1
9	-8	0.530000	7.245000	55	1
10	-2	0.750000	5.853000	85	1
10	-4	0.960000	6.957000	75	1
7	-8	0.940000	8.559000	69	1
7	-5	0.080000	8.685000	45	0
9	-4	0.820000	5.556000	72	1
5	-6	0.540000	4.172000	22	0
9	-5	0.730000	6.864000	46	1
4	-1	0.020000	5.560000	85	0
9	-3	0.970000	6.186000	72	1
8	-4	0.250000	4.877000	70	0
3	-4	0.560000	6.789000	24	0
8	-7	0.860000	6.378000	69	1
5	-5	0.730000	6.074000	82	1
8	-7	0.540000	8.181000	87	1
5	-6	0.730000	5.865000	31	1
5	-2	0.040000	7.979000	36	0
8	-3	0.640000	7.172000	45	0
4	-4	0.710000	4.552000	42	0
7	-3	0.260000	6.224000	45	0
6	-8	0.170000	5.023000	19	0
10	-8	0.840000	6.792000	77	1
6	-2	0.830000	8.382000	70	1
3	-6	0.450000	6.008000	46	0
4	-4	0.170000	4.617000	77	0
4	-7	0.720000	6.294000	79	1
10	-7	0.100000	4.358000	57	1
3	-7	0.500000	7.459000	37	0
5	-5	0.710000	6.062000	67	1
10	-3	0.930000	7.180000	18	1
5	-4	0.910000	6.286000	12	1
3	-7	0.220000	8.407000	17	0
10	-5	0.930000	6.997000	87	1
8	-1	0.830000	5.105000	66	1
5	-5	0.260000	4.821000	47	0
10	-6	0.870000	6.532000	57	1
9	-1	0.440000	6.606000	25	1
7	-8	0.130000	4.317000	49	0
4	-3	0.870000	8.647000	35	1
10	-3	0.760000	4.245000	14	1
8	-3	0.150000	7.345000	34	0
10	-3	0.370000	8.270000	13	1
4	-2	0.960000	6.531000	56	1
8	-3	0.940000	5.621000	50	1
10	-1	0.390000	8.782000	37	1
6	-7	0.110000	7.412000	28	0
9	-3	0.790000	6.706000	46	1
10	-5	0.510000	7.818000	36	1
3	-5	0.400000	5.906000	15	0
10	-4	0.700000	7.991000	20	1
7	-8	0.600000	8.611000	40	0
3	-6	0.600000	5.909000	69	1
5	-3	0.580000	5.015000	62	0
5	-6	0.770000	5.189000	46	1
8	-2	0.160000	5.780000	26	0
4	-6	0.380000	4.202000	85	1
5	-1	0.690000	8.828000	10	0
3	-5	0.970000	4.998000	48	1
9	-2	0.450000	6.567000	82	1
5	-8	0.560000	5.787000	12	0
8	-8	0.840000	4.483000	10	0
7	-8	0.670000	7.307000	10	0
9	-3	0.250000	5.599000	54	1
4	-6	0.950000	5.776000	78	1
6	-1	0.760000	5.413000	83	1
10	-3	0.210000	6.065000	70	1
7	-4	0.340000	6.174000	46	0
7	-4	0.670000	4.018000	46	1
4	-6	0.120000	7.168000	34	0
4	-8	0.080000	7.830000	61	0
4	-3	0.540000	8.483000	88	0
9	-3	0.080000	5.138000	10	1
9	-4	0.190000	6.859000	60	1
4	-6	0.300000	8.583000	70	0
5	-8	0.260000	6.738000	57	0
7	-7	0.450000	4.415000	81	0
8	-2	0.960000	6.744000	70	1
5	-3	0.320000	8.877000	43	0
3	-2	0.520000	4.105000	27	0
3	-7	0.240000	5.230000	18	0
8	-2	0.960000	8.854000	48	1
3	-7	0.910000	6.966000	35	1
6	-5	0.390000	6.057000	29	0
3	-4	0.740000	7.341000	76	0
6	-3	0.550000	4.434000	40	0
6	-5	0.890000	8.183000	47	1
3	-7	0.610000	4.310000	38	0
4	-2	0.420000	8.916000	42	0
4	-4	0.870000	7.067000	70	1
9	-8	0.270000	5.173000	49	1
5	-8	0.550000	8.860000	48	0
10	-7	0.240000	4.051000	71	1
10	-3	0.130000	7.122000	10	0
7	-2	0.550000	8.282000	15	0
10	-3	0.460000	7.074000	29	1
6	-7	0.090000	4.691000	45	0
9	-5	0.360000	7.468000	77	0
10	-6	0.550000	4.970000	10	1
4	-7	0.770000	8.575000	80	1
10	-5	0.750000	7.678000	74	1
8	-6	0.960000	6.286000	25	1
10	-5	0.930000	4.466000	52	1
6	-5	0.320000	5.057000	72	0
9	-7	0.660000	6.299000	38	1
8	-4	0.950000	7.488000	37	1
10	-2	0.400000	5.619000	24	1
4	-5	0.210000	5.264000	69	0
6	-6	0.580000	4.921000	82	1
3	-8	0.290000	6.015000	32	0
5	-2	0.510000	4.665000	63	0
10	-2	0.290000	5.828000	21	0
3	-3	0.880000	6.430000	14	0
5	-6	0.190000	6.035000	18	0
10	-8	0.800000	5.266000	68	1
6	-6	0.410000	6.990000	78	0
7	-4	0.760000	8.214000	44	1
7	-5	0.120000	5.384000	17	0
10	-4	0.360000	7.240000	43	1
10	-6	0.080000	8.345000	74	1
4	-3	0.210000	5.982000	50	0
10	-5	0.670000	6.651000	37	1
4	-5	0.060000	4.718000	56	0
5	-2	0.430000	4.418000	29	0
4	-5	0.130000	7.122000	54	0
8	-3	0.000e+000	6.793000	26	0
9	-1	0.130000	4.198000	71	1
8	-6	0.550000	5.553000	86	1
9	-1	0.240000	5.743000	70	1
6	-3	0.850000	4.964000	80	1
6	-8	0.070000	8.568000	30	0
8	-7	0.150000	4.358000	34	0
4	-6	0.790000	4.313000	79	1
9	-6	0.670000	4.880000	58	1
6	-5	0.370000	7.597000	42	0
6	-3	0.640000	7.861000	75	1
9	-1	0.100000	6.018000	62	1
8	-2	0.110000	4.236000	57	0
6	-3	0.160000	5.670000	47	0
8	-7	0.330000	4.961000	25	0
5	-3	0.550000	8.379000	85	0
9	-7	0.330000	4.564000	83	1
9	-3	0.880000	6.227000	85	1
7	-2	0.340000	6.872000	32	0
4	-4	0.580000	8.721000	18	0
9	-4	0.620000	5.361000	20	1
7	-8	0.250000	5.475000	76	0
9	-4	0.580000	8.336000	36	1
10	-2	0.290000	4.437000	27	1
3	-2	0.690000	7.541000	46	0
5	-7	0.900000	8.640000	36	1
4	-4	0.290000	6.744000	56	0
5	-2	0.750000	4.923000	83	0
5	-2	0.530000	8.596000	82	0
9	-2	0.820000	7.264000	80	1
4	-7	0.950000	4.904000	56	1
9	-8	0.930000	4.004000	10	1
8	-8	0.060000	4.116000	26	0
4	-3	0.690000	6.576000	71	1
10	-4	0.580000	7.148000	10	1
8	-7	0.370000	8.353000	49	0
10	-4	0.170000	5.255000	43	1
5	-6	0.390000	6.389000	33	0
9	-2	0.080000	4.059000	17	1
7	-8	0.280000	4.283000	82	0
6	-4	0.110000	4.600000	82	0
9	-5	0.370000	7.352000	34	1
7	-7	0.980000	6.592000	44	1
6	-4	0.600000	4.175000	19	0
4	-4	0.540000	6.447000	80	0
4	-3	0.080000	8.076000	82	0
10	-2	0.540000	6.246000	69	1
3	-4	0.350000	5.871000	35	0
4	-6	0.070000	6.988000	25	0
9	-5	0.520000	7.632000	12	1
7	-7	0.830000	7.244000	17	1
3	-7	0.370000	6.380000	19	0
3	-5	0.590000	7.503000	89	1
7	-2	0.570000	6.570000	83	1
9	-7	0.590000	7.335000	79	1
4	-6	0.290000	7.506000	22	0
10	-4	0.240000	5.673000	10	1
9	-5	0.880000	8.324000	26	1
4	-2	0.740000	7.974000	79	1
4	-1	0.550000	5.077000	84	0
6	-8	0.590000	6.700000	85	1
7	-5	0.230000	4.373000	22	0
10	-1	0.050000	4.671000	21	1
9	-1	0.940000	7.789000	81	1
5	-5	0.490000	4.428000	83	1
7	-4	0.790000	4.021000	47	1
8	-3	0.830000	8.173000	89	1
7	-7	0.120000	6.877000	48	0
10	-6	0.360000	6.207000	73	1
7	-7	0.580000	7.325000	24	0
9	-6	0.660000	8.110000	67	1
6	-4	0.530000	7.796000	40	0
3	-4	0.470000	7.524000	21	0
3	-6	0.270000	4.637000	66	0
4	-4	0.490000	5.743000	16	0
7	-3	0.440000	6.385000	43	0
8	-3	0.360000	5.223000	58	0
6	-3	0.340000	6.617000	41	0
3	-5	0.690000	7.853000	88	1
6	-6	0.670000	6.937000	81	1
5	-7	0.800000	4.577000	17	0
3	-4	0.670000	4.250000	70	0
4	-2	0.380000	7.852000	60	0
8	-2	0.930000	7.024000	23	1
3	-7	0.300000	6.696000	75	0
4	-8	0.520000	5.304000	66	0
9	-8	0.560000	6.958000	28	1
7	-2	0.670000	6.143000	37	0
10	-5	0.750000	6.933000	80	1
7	-4	0.560000	4.065000	86	1
7	-8	0.350000	7.737000	44	0
9	-8	0.670000	8.080000	44	1
10	-5	0.040000	5.241000	57	0
9	-7	0.870000	7.863000	86	1
5	-3	0.500000	8.035000	63	0
10	-4	0.280000	4.197000	21	1
8	-7	0.680000	7.300000	80	1
10	-1	0.050000	4.478000	13	1
6	-5	0.930000	7.552000	32	1
4	-7	0.150000	6.149000	62	0
8	-1	0.610000	4.344000	50	0
6	-5	0.180000	6.737000	88	0
3	-3	0.440000	4.459000	79	0
5	-8	0.650000	8.074000	70	1
6	-4	0.470000	7.722000	75	1
9	-3	0.510000	6.843000	37	0
7	-8	0.050000	5.789000	27	0
7	-6	0.210000	6.683000	39	0
3	-6	0.030000	6.989000	39	0
8	-3	0.240000	5.587000	69	0
5	-8	0.050000	5.018000	63	0
10	-2	0.660000	6.722000	33	1
7	-7	0.290000	6.870000	49	0
10	-3	0.120000	4.680000	49	1
6	-3	0.010000	5.284000	29	0
5	-2	0.100000	6.070000	72	0
4	-7	0.710000	7.775000	82	1
5	-5	0.190000	4.358000	75	0
3	-3	0.800000	6.074000	45	0
8	-2	0.590000	5.653000	49	0
10	-6	0.660000	8.032000	47	1
6	-2	0.060000	6.149000	26	0
9	-1	0.150000	6.945000	30	0
5	-5	0.250000	8.450000	68	0
6	-4	0.450000	6.149000	12	0
3	-6	0.300000	4.910000	59	0
6	-8	0.510000	8.502000	89	1
3	-5	0.150000	8.657000	66	0
8	-6	0.370000	7.286000	56	0
4	-5	0.260000	5.191000	65	0
9	-7	0.210000	5.825000	12	0
4	-8	0.410000	8.325000	25	0
7	-3	0.960000	4.970000	66	1
10	-7	0.000e+000	4.119000	68	1
10	-7	0.890000	4.715000	47	1
3	-1	0.500000	6.410000	17	0
8	-8	0.300000	8.504000	22	0
7	-5	0.610000	7.947000	16	0
4	-4	0.190000	8.714000	19	0
4	-2	0.160000	4.398000	87	0
10	-5	0.110000	5.057000	74	1
5	-3	0.830000	8.670000	64	1
9	-4	0.050000	4.782000	55	0
6	-7	0.570000	7.805000	39	0
4	-3	0.510000	7.559000	60	0
10	-2	0.050000	4.211000	62	1
7	-6	0.940000	4.807000	41	1
8	-6	0.980000	6.427000	83	1
3	-4	0.450000	4.635000	71	0
5	-3	0.750000	6.704000	75	0
10	-7	0.530000	7.873000	33	1
5	-7	0.210000	7.189000	51	0
4	-1	0.810000	8.888000	21	0
3	-2	0.950000	6.526000	77	1
5	-7	0.420000	5.585000	31	0
6	-5	0.030000	7.313000	81	0
7	-1	0.700000	6.576000	18	0
7	-6	0.120000	7.909000	73	0
9	-2	0.690000	7.778000	70	1
4	-4	0.800000	4.489000	40	1
3	-5	0.770000	6.052000	73	1
9	-6	0.750000	7.642000	27	0
9	-5	0.380000	7.587000	72	1
8	-7	0.600000	6.206000	23	0
5	-2	0.070000	7.552000	45	0
8	-7	0.100000	8.312000	40	0
6	-4	0.150000	4.757000	31	0
6	-3	0.730000	8.040000	74	1
9	-4	0.860000	8.157000	50	1
7	-5	0.500000	8.330000	67	1
10	-6	0.860000	7.968000	39	1
3	-6	0.760000	6.080000	59	0
8	-5	0.060000	8.170000	24	0
10	-5	0.020000	8.628000	80	1
3	-1	0.560000	7.787000	42	0
5	-7	0.280000	6.418000	32	0
5	-8	0.390000	8.121000	42	0
7	-4	0.090000	8.338000	66	0
3	-1	0.740000	6.690000	38	0
8	-7	0.450000	5.272000	28	0
8	-8	0.850000	5.677000	36	1
3	-7	0.810000	6.375000	64	0
4	-1	0.520000	4.982000	54	0
3	-4	0.560000	4.096000	15	0
6	-6	0.290000	7.757000	47	0
8	-6	0.460000	4.514000	64	1
4	-3	0.740000	8.207000	23	0
7	-6	0.290000	7.351000	24	0
8	-8	0.030000	4.203000	50	0
7	-1	0.490000	7.166000	27	0
6	-5	0.810000	4.972000	26	0
4	-2	0.840000	8.214000	22	1
4	-2	0.730000	8.803000	81	0
9	-1	0.270000	7.976000	83	1
7	-6	0.180000	4.275000	18	0
6	-3	0.830000	7.587000	28	1
10	-8	0.970000	5.275000	85	1
4	-8	0.860000	8.339000	64	1
4	-2	0.340000	4.947000	58	0
5	-6	0.700000	4.586000	71	1
9	-2	0.010000	4.201000	36	0
3	-4	0.690000	5.785000	42	0
6	-6	0.990000	5.403000	88	1
7	-8	0.710000	6.526000	78	1
5	-7	0.670000	7.185000	25	0
10	-3	0.950000	8.360000	24	1
6	-3	0.840000	6.469000	43	1
10	-3	0.380000	5.586000	44	1
10	-3	0.510000	8.224000	21	1
9	-8	0.490000	7.303000	14	0
3	-3	0.780000	5.809000	42	0
4	-2	0.580000	5.416000	47	0
5	-8	0.040000	6.074000	34	0
9	-8	0.060000	6.802000	30	0
6	-4	0.830000	4.387000	11	0
3	-8	0.350000	7.588000	86	0
10	-6	0.560000	6.199000	36	1
8	-3	0.460000	6.795000	16	0
10	-4	0.850000	7.200000	64	1
7	-8	0.240000	5.272000	83	0
9	-3	0.980000	7.141000	69	1
7	-7	0.760000	8.324000	28	0
8	-5	0.260000	5.612000	56	0
7	-5	0.480000	6.545000	36	0
9	-2	0.900000	5.355000	51	1
10	-5	0.590000	5.548000	75	1
4	-5	0.220000	8.195000	11	0
4	-3	0.590000	7.855000	64	0
5	-6	0.640000	4.520000	66	1
5	-8	0.850000	8.131000	16	0
7	-5	0.220000	5.284000	69	0
6	-6	0.870000	8.623000	80	1
7	-8	0.090000	7.256000	30	0
6	-8	0.660000	4.642000	28	0
8	-4	0.100000	4.419000	49	0
7	-6	0.140000	8.347000	40	0
9	-7	0.300000	4.205000	51	1
3	-1	0.010000	5.313000	81	0
6	-2	0.640000	7.939000	17	0
8	-2	0.580000	5.174000	78	1
8	-5	0.750000	4.463000	56	1
10	-6	0.540000	5.669000	55	1
10	-2	0.430000	8.733000	74	1
3	-3	0.550000	8.866000	10	0
8	-4	0.270000	4.975000	40	0
10	-4	0.490000	8.403000	20	1
9	-2	0.210000	7.029000	50	1
4	-4	0.820000	8.740000	60	1
5	-7	0.710000	4.357000	40	0
10	-4	1.000000	8.024000	78	1
3	-2	0.610000	4.765000	88	0
9	-7	0.320000	5.866000	38	1
6	-5	0.930000	5.073000	48	1
5	-3	0.150000	6.199000	39	0
4	-1	0.760000	5.399000	88	0
9	-4	0.710000	8.550000	35	1
5	-6	0.410000	8.754000	19	0
9	-8	0.020000	5.441000	29	1
6	-2	0.130000	4.697000	79	0
10	-2	0.720000	5.469000	82	1
6	-6	0.350000	5.605000	19	0
7	-3	0.110000	8.366000	51	0
9	-7	0.170000	5.723000	87	1
8	-2	0.020000	4.462000	54	0
7	-5	0.900000	6.489000	57	1
7	-2	0.020000	6.592000	72	0
9	-1	0.510000	5.491000	15	0
6	-2	0.960000	8.435000	31	1
7	-7	0.680000	4.576000	62	1
7	-7	0.730000	8.723000	64	1
7	-5	0.680000	6.876000	51	1
5	-5	0.220000	8.506000	12	0
7	-3	0.830000	5.217000	22	1
4	-2	0.380000	6.882000	24	0
10	-3	0.250000	6.544000	37	1
4	-7	0.310000	8.897000	73	0
5	-2	0.770000	7.060000	61	1
7	-7	0.410000	4.721000	78	1
6	-7	0.690000	5.904000	36	1
9	-5	0.400000	4.497000	26	0
4	-6	0.600000	7.010000	79	1
7	-5	0.900000	4.128000	84	1
10	-2	0.040000	4.275000	21	1
7	-4	0.840000	8.892000	26	0
3	-7	0.430000	7.139000	28	0
7	-5	0.150000	8.299000	19	0
10	-5	0.710000	5.657000	56	1
10	-4	0.010000	7.731000	21	1
3	-5	0.650000	5.383000	77	0
9	-8	0.950000	4.992000	82	1
10	-4	0.730000	8.670000	40	1
3	-8	0.630000	6.814000	60	0
10	-3	0.430000	6.390000	65	1
4	-3	0.980000	8.032000	27	1
3	-6	0.860000	6.093000	45	0
7	-2	0.170000	5.708000	10	0
5	-2	0.740000	8.117000	48	1
7	-3	0.360000	5.694000	63	0
10	-5	0.600000	7.548000	49	1
8	-5	0.500000	5.643000	28	0
9	-3	0.890000	6.035000	77	1
6	-7	0.670000	4.735000	35	0
4	-3	0.110000	4.475000	16	0
3	-8	0.480000	6.656000	69	1
7	-5	0.960000	5.733000	23	1
9	-5	0.000e+000	4.871000	25	0
5	-7	0.180000	8.964000	72	0
7	-8	0.200000	4.682000	67	0
7	-5	0.350000	8.039000	78	0
9	-4	0.090000	4.877000	24	0
9	-8	0.940000	5.908000	59	1
7	-4	0.720000	4.596000	58	1
3	-8	0.260000	6.252000	19	0
5	-8	0.400000	6.402000	36	0
8	-4	0.100000	6.599000	60	0
9	-6	0.230000	6.540000	65	1
6	-5	0.430000	6.764000	50	0
7	-3	0.680000	6.987000	41	1
8	-1	0.150000	5.182000	69	0
6	-4	0.270000	5.096000	34	0
6	-4	0.940000	4.358000	51	1
9	-5	0.160000	7.981000	82	0
8	-3	0.100000	5.024000	52	0
7	-5	0.140000	8.965000	42	0
7	-6	0.800000	7.353000	14	0
10	-8	0.300000	7.145000	83	1
3	-6	0.020000	8.261000	74	0
7	-3	0.140000	8.384000	49	0
3	-4	0.800000	4.284000	21	0
4	-2	0.520000	7.872000	52	0
3	-8	0.480000	8.539000	79	1
3	-5	0.450000	5.111000	33	0
4	-3	0.670000	8.745000	23	0
4	-5	0.630000	6.882000	50	1
10	-2	0.020000	4.998000	70	1
7	-3	0.740000	8.597000	60	1
8	-7	0.020000	7.278000	18	0
4	-5	0.060000	8.738000	49	0
9	-5	0.350000	7.429000	88	1
8	-2	0.220000	4.598000	21	0
6	-1	0.350000	4.502000	65	0
7	-6	0.110000	4.795000	18	0
6	-4	0.760000	8.160000	69	1
6	-4	0.900000	5.801000	46	1
9	-1	0.530000	5.923000	62	1
4	-5	0.920000	6.517000	41	1
7	-1	0.310000	7.093000	60	0
5	-5	0.130000	7.409000	60	0
